,eventKey,key,k_time,d_time,quiz_attempts,random_victims_locations,x,rm_id,idx,victims_alive,victim,random_victims_coordinates,map_knowledge_cond,game_start_time,passed_quiz_time,mission_map,trial,z,time_from_start,action,action_data,score,timestep,game_end,exp_time,victims_alive_coordinates,victim_saved_coordinates
434,-MjSkLk61bGWnFZ4g8Op,down,2021-09-13T06:04:05.175Z,2021-09-13T06:04:05.007Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",48.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,48.0,97.14,move,down,13,13,victims saved,2021-09-13T06:05:19.008Z,,
435,-MjSkLmMpOnSK-17_2Ws,down,2021-09-13T06:04:05.326Z,2021-09-13T06:04:05.185Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",48.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,49.0,97.291,move,down,13,13,victims saved,2021-09-13T06:05:19.008Z,,
436,-MjSkLqG2PtELMs6jl2Y,left,2021-09-13T06:04:05.575Z,2021-09-13T06:04:05.337Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",47.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,49.0,97.53999999999999,move,left,13,13,victims saved,2021-09-13T06:05:19.008Z,,
437,-MjSkLt-XsFNvjdKHOn6,rs,2021-09-13T06:04:05.743Z,,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",47.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,"[2223, 2326, 2564, 2470, 2730, 3098, 3834, 3444, None, 3791, 4496]",2496.0,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,49.0,97.708,triage,46 49 regular,14,14,victims saved,2021-09-13T06:05:19.008Z,"[(23, 44), (26, 46), (14, 51), (20, 49), (30, 54), (48, 61), (34, 76), (44, 68), None, (41, 75), (46, 89)]","(46, 49)"
438,-MjSkLvzv36ClgKQqhiK,down,2021-09-13T06:04:05.942Z,2021-09-13T06:04:05.587Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",47.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,50.0,97.907,move,down,14,14,victims saved,2021-09-13T06:05:19.008Z,,
439,-MjSkLy3sP9_IDO__tHQ,down,2021-09-13T06:04:06.075Z,2021-09-13T06:04:05.953Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",47.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,51.0,98.03999999999999,move,down,14,14,victims saved,2021-09-13T06:05:19.008Z,,
440,-MjSkM-hki3jhsheFPIC,down,2021-09-13T06:04:06.241Z,2021-09-13T06:04:06.087Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",47.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,52.0,98.206,move,down,14,14,victims saved,2021-09-13T06:05:19.008Z,,
441,-MjSkM1r7Gszdt5AwjkM,down,2021-09-13T06:04:06.376Z,2021-09-13T06:04:06.249Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",47.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,53.0,98.34100000000001,move,down,14,14,victims saved,2021-09-13T06:05:19.008Z,,
442,-MjSkM4MO_rvJtZRWzCL,down,2021-09-13T06:04:06.542Z,2021-09-13T06:04:06.386Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",47.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,54.0,98.507,move,down,14,14,victims saved,2021-09-13T06:05:19.008Z,,
443,-MjSkM7lixduCez4tZm-,left,2021-09-13T06:04:06.759Z,2021-09-13T06:04:06.554Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",46.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,54.0,98.724,move,left,14,14,victims saved,2021-09-13T06:05:19.008Z,,
444,-MjSkMAKLdmzd4jt45OQ,left,2021-09-13T06:04:06.925Z,2021-09-13T06:04:06.772Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",45.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,54.0,98.89,move,left,14,14,victims saved,2021-09-13T06:05:19.008Z,,
445,-MjSkMD4fVz_k_j5rM2N,left,2021-09-13T06:04:07.091Z,2021-09-13T06:04:06.935Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",44.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,54.0,99.056,move,left,14,14,victims saved,2021-09-13T06:05:19.008Z,,
446,-MjSkMFYdJbDY8CcFY_z,left,2021-09-13T06:04:07.258Z,2021-09-13T06:04:07.101Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",43.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,54.0,99.223,move,left,14,14,victims saved,2021-09-13T06:05:19.008Z,,
447,-MjSkMIQofiMAQBlkZr5,left,2021-09-13T06:04:07.442Z,2021-09-13T06:04:07.266Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",42.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,54.0,99.407,move,left,14,14,victims saved,2021-09-13T06:05:19.008Z,,
448,-MjSkML5udlivJzqbqA1,left,2021-09-13T06:04:07.609Z,2021-09-13T06:04:07.451Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",41.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,54.0,99.574,move,left,14,14,victims saved,2021-09-13T06:05:19.008Z,,
449,-MjSkMO3Y1pZmT1Fjdsb,left,2021-09-13T06:04:07.759Z,2021-09-13T06:04:07.618Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",40.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,54.0,99.724,move,left,14,14,victims saved,2021-09-13T06:05:19.008Z,,
450,-MjSkMQ8TX7YMTlRuz5i,left,2021-09-13T06:04:07.926Z,2021-09-13T06:04:07.769Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",39.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,54.0,99.89099999999999,move,left,14,14,victims saved,2021-09-13T06:05:19.008Z,,
451,-MjSkMVVmwKC1qtIv6ZA,down,2021-09-13T06:04:08.275Z,2021-09-13T06:04:07.935Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",39.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,55.0,100.24000000000001,move,down,14,14,victims saved,2021-09-13T06:05:19.008Z,,
452,-MjSkMY5ZAi0ykoHGoVx,down,2021-09-13T06:04:08.442Z,2021-09-13T06:04:08.288Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",39.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,56.0,100.407,move,down,14,14,victims saved,2021-09-13T06:05:19.008Z,,
453,-MjSkMavGTXnbLnzyAVG,down,2021-09-13T06:04:08.608Z,2021-09-13T06:04:08.451Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",39.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,57.0,100.57300000000001,move,down,14,14,victims saved,2021-09-13T06:05:19.008Z,,
454,-MjSkMcXg3tU-l-VaofP,down,2021-09-13T06:04:08.791Z,2021-09-13T06:04:08.620Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",39.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,58.0,100.756,move,down,14,14,victims saved,2021-09-13T06:05:19.008Z,,
455,-MjSkMeq_2EtuHGilbPj,down,2021-09-13T06:04:08.942Z,2021-09-13T06:04:08.804Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",39.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,59.0,100.907,move,down,14,14,victims saved,2021-09-13T06:05:19.008Z,,
456,-MjSkMhbqsOTvdMONu-M,down,2021-09-13T06:04:09.108Z,2021-09-13T06:04:08.953Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",39.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,60.0,101.07300000000001,move,down,14,14,victims saved,2021-09-13T06:05:19.008Z,,
457,-MjSkMjpEiIWiDgdY-c9,down,2021-09-13T06:04:09.258Z,2021-09-13T06:04:09.118Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",39.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,61.0,101.223,move,down,14,14,victims saved,2021-09-13T06:05:19.008Z,,
458,-MjSkMluOGGiDguUvrgi,down,2021-09-13T06:04:09.392Z,2021-09-13T06:04:09.270Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",39.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,62.0,101.357,move,down,14,14,victims saved,2021-09-13T06:05:19.008Z,,
459,-MjSkMnU5u_sxO_2UnWd,down,2021-09-13T06:04:09.492Z,2021-09-13T06:04:09.405Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",39.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,63.0,101.457,move,down,14,14,victims saved,2021-09-13T06:05:19.008Z,,
460,-MjSkMq5B6Eupv5vPOS_,down,2021-09-13T06:04:09.659Z,2021-09-13T06:04:09.506Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",39.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,64.0,101.624,move,down,14,14,victims saved,2021-09-13T06:05:19.008Z,,
461,-MjSkMzhCOJdqUIgrq7Y,up,2021-09-13T06:04:10.276Z,2021-09-13T06:04:09.671Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",39.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,63.0,102.241,move,up,14,14,victims saved,2021-09-13T06:05:19.008Z,,
462,-MjSkN2ikHaApaSkOyiw,right,2021-09-13T06:04:10.526Z,2021-09-13T06:04:10.287Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",40.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,63.0,102.491,move,right,14,14,victims saved,2021-09-13T06:05:19.008Z,,
463,-MjSkN5JdWTcBE7najKV,right,2021-09-13T06:04:10.695Z,2021-09-13T06:04:10.541Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",41.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,63.0,102.66,move,right,14,14,victims saved,2021-09-13T06:05:19.008Z,,
464,-MjSkN7mjkHkvjd4viKl,right,2021-09-13T06:04:10.841Z,2021-09-13T06:04:10.709Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",42.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,63.0,102.806,move,right,14,14,victims saved,2021-09-13T06:05:19.008Z,,
465,-MjSkNAOz0WMCEitlu1P,right,2021-09-13T06:04:11.025Z,2021-09-13T06:04:10.866Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",43.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,63.0,102.99000000000001,move,right,14,14,victims saved,2021-09-13T06:05:19.008Z,,
