,eventKey,key,k_time,d_time,quiz_attempts,random_victims_locations,x,rm_id,idx,victims_alive,victim,random_victims_coordinates,map_knowledge_cond,game_start_time,passed_quiz_time,mission_map,trial,z,time_from_start,action,action_data,score,timestep,game_end,exp_time,victims_alive_coordinates,victim_saved_coordinates
0,-MjSk-_vuYSCxISt8KWy,up,2021-09-13T06:02:34.403Z,2021-09-13T06:02:28.257Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",5.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,76.0,6.3679999999999986,move,up,0,0,victims saved,2021-09-13T06:05:19.008Z,,
1,-MjSk-ccWi4m4UHn1qRY,up,2021-09-13T06:02:34.585Z,2021-09-13T06:02:34.417Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",5.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,75.0,6.550000000000001,move,up,0,0,victims saved,2021-09-13T06:05:19.008Z,,
2,-MjSk-j3Y0xBM1bbNpkL,up,2021-09-13T06:02:34.985Z,2021-09-13T06:02:34.598Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",5.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,74.0,6.949999999999999,move,up,0,0,victims saved,2021-09-13T06:05:19.008Z,,
3,-MjSk-n0o38nRL1SsASU,right,2021-09-13T06:02:35.236Z,2021-09-13T06:02:34.999Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",6.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,74.0,7.200999999999997,move,right,0,0,victims saved,2021-09-13T06:05:19.008Z,,
4,-MjSk-pcXjTHCaIi3-l4,right,2021-09-13T06:02:35.420Z,2021-09-13T06:02:35.249Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",7.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,74.0,7.385000000000002,move,right,0,0,victims saved,2021-09-13T06:05:19.008Z,,
5,-MjSk-sS7ZWLflMhKtMt,right,2021-09-13T06:02:35.586Z,2021-09-13T06:02:35.433Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",8.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,74.0,7.550999999999998,move,right,0,0,victims saved,2021-09-13T06:05:19.008Z,,
6,-MjSk-ukE7zmRCpTlgTH,right,2021-09-13T06:02:35.737Z,2021-09-13T06:02:35.599Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",9.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,74.0,7.702000000000002,move,right,0,0,victims saved,2021-09-13T06:05:19.008Z,,
7,-MjSk-xABjFlGa-nxABl,right,2021-09-13T06:02:35.902Z,2021-09-13T06:02:35.750Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",10.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,74.0,7.867000000000001,move,right,0,0,victims saved,2021-09-13T06:05:19.008Z,,
8,-MjSk-yfaJl1Lz-uqC8q,up,2021-09-13T06:02:35.986Z,2021-09-13T06:02:35.915Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",10.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,73.0,7.950999999999997,move,up,0,0,victims saved,2021-09-13T06:05:19.008Z,,
9,-MjSk004flNsAju0_3MB,up,2021-09-13T06:02:36.135Z,2021-09-13T06:02:35.999Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",10.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,72.0,8.099999999999998,move,up,0,0,victims saved,2021-09-13T06:05:19.008Z,,
10,-MjSk02QmyOSwq17u051,up,2021-09-13T06:02:36.302Z,2021-09-13T06:02:36.149Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",10.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,71.0,8.267,move,up,0,0,victims saved,2021-09-13T06:05:19.008Z,,
11,-MjSk04wRFJHVlZ-9Xih,up,2021-09-13T06:02:36.452Z,2021-09-13T06:02:36.313Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",10.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,70.0,8.416999999999998,move,up,0,0,victims saved,2021-09-13T06:05:19.008Z,,
12,-MjSk079Fg9EKCrZXObY,up,2021-09-13T06:02:36.586Z,2021-09-13T06:02:36.463Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",10.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,69.0,8.550999999999998,move,up,0,0,victims saved,2021-09-13T06:05:19.008Z,,
13,-MjSk0BGGm8k5-9y7088,left,2021-09-13T06:02:36.853Z,2021-09-13T06:02:36.599Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",9.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,69.0,8.818000000000001,move,left,0,0,victims saved,2021-09-13T06:05:19.008Z,,
14,-MjSk0DtzSCDvCnIpODE,left,2021-09-13T06:02:37.036Z,2021-09-13T06:02:36.866Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",8.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,69.0,9.001000000000001,move,left,0,0,victims saved,2021-09-13T06:05:19.008Z,,
15,-MjSk0GOtwJzaUs8Suj0,left,2021-09-13T06:02:37.185Z,2021-09-13T06:02:37.050Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",7.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,69.0,9.150000000000002,move,left,0,0,victims saved,2021-09-13T06:05:19.008Z,,
16,-MjSk0IyPvJDg4l1qP7r,left,2021-09-13T06:02:37.352Z,2021-09-13T06:02:37.195Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",6.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,69.0,9.316999999999997,move,left,0,0,victims saved,2021-09-13T06:05:19.008Z,,
17,-MjSk0THiWdJB2QOdFw7,rs,2021-09-13T06:02:37.986Z,,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",6.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3834, 3444, None, 3791, 4496]",3455.0,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,69.0,9.950999999999997,triage,5 69 regular,1,1,victims saved,2021-09-13T06:05:19.008Z,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (34, 76), (44, 68), None, (41, 75), (46, 89)]","(5, 69)"
18,-MjSk0WFp7s1Pvl9Nx7Z,right,2021-09-13T06:02:38.202Z,2021-09-13T06:02:37.363Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",7.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,69.0,10.166999999999998,move,right,1,1,victims saved,2021-09-13T06:05:19.008Z,,
19,-MjSk0Z6tuVhci6ks-2f,right,2021-09-13T06:02:38.386Z,2021-09-13T06:02:38.214Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",8.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,69.0,10.351000000000003,move,right,1,1,victims saved,2021-09-13T06:05:19.008Z,,
20,-MjSk0arpntLZchov1fj,right,2021-09-13T06:02:38.536Z,2021-09-13T06:02:38.398Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",9.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,69.0,10.501000000000001,move,right,1,1,victims saved,2021-09-13T06:05:19.008Z,,
21,-MjSk2pHRLJueSdWZ4DO,up,2021-09-13T06:02:47.586Z,2021-09-13T06:02:47.431Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",9.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,67.0,19.551,move,up,1,1,victims saved,2021-09-13T06:05:19.008Z,,
22,-MjSk2pmnnROFBnmp3Kp,up,2021-09-13T06:02:47.418Z,2021-09-13T06:02:38.547Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",9.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,68.0,19.383,move,up,1,1,victims saved,2021-09-13T06:05:19.008Z,,
23,-MjSk2qWj1hHBASfG7mJ,up,2021-09-13T06:02:47.737Z,2021-09-13T06:02:47.599Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",9.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,66.0,19.702,move,up,1,1,victims saved,2021-09-13T06:05:19.008Z,,
24,-MjSk2sPNXuzaPk53OMT,up,2021-09-13T06:02:47.886Z,2021-09-13T06:02:47.757Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",9.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,65.0,19.851000000000003,move,up,1,1,victims saved,2021-09-13T06:05:19.008Z,,
25,-MjSk2uTxQ1Yt9cdrG8S,up,2021-09-13T06:02:48.019Z,2021-09-13T06:02:47.899Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",9.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,64.0,19.983999999999998,move,up,1,1,victims saved,2021-09-13T06:05:19.008Z,,
26,-MjSk2wlePWsRQ3RhN7g,up,2021-09-13T06:02:48.152Z,2021-09-13T06:02:48.030Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",9.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,63.0,20.117,move,up,1,1,victims saved,2021-09-13T06:05:19.008Z,,
27,-MjSk2yv0F9E9FVCuAPw,up,2021-09-13T06:02:48.304Z,2021-09-13T06:02:48.167Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",9.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,62.0,20.269000000000002,move,up,1,1,victims saved,2021-09-13T06:05:19.008Z,,
28,-MjSk31Ehgq6tHczMRRu,up,2021-09-13T06:02:48.502Z,2021-09-13T06:02:48.316Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",9.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,61.0,20.467000000000002,move,up,1,1,victims saved,2021-09-13T06:05:19.008Z,,
29,-MjSk383A3vCWgStJe6x,left,2021-09-13T06:02:48.936Z,2021-09-13T06:02:48.516Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",8.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,61.0,20.901,move,left,1,1,victims saved,2021-09-13T06:05:19.008Z,,
30,-MjSk3Av8ao7LeWzmyGE,left,2021-09-13T06:02:49.120Z,2021-09-13T06:02:48.949Z,2,"[257, 728, 892, 570, 1377, 605, 1341, 1544, 2223, 2326, 1555, 2243, 2564, 2496, 2470, 2730, 2401, 3307, 3098, 3455, 3834, 3444, None, 3791, 4496]",7.0,b'ecf7410f92f1ff8523d7997cac859d57f233638b',0.0,,,"[(7, 5), (28, 14), (42, 17), (20, 11), (27, 27), (5, 12), (41, 26), (44, 30), (23, 44), (26, 46), (5, 31), (43, 44), (14, 51), (46, 49), (20, 49), (30, 54), (1, 48), (7, 66), (48, 61), (5, 69), (34, 76), (44, 68), None, (41, 75), (46, 89)]",1,2021-09-13T06:02:28.035Z,2021-09-13T06:02:28.054Z,saturn2d,1,61.0,21.084999999999997,move,left,1,1,victims saved,2021-09-13T06:05:19.008Z,,
